index,date,year,manner_of_death,armed,age,gender,race,city,state,state_ID,signs_of_mental_illness,threat_level,flee,flee_encoded,body_camera
4098,2019-03-01,2019,0,0,47,1,0,Honolulu,HI,11,False,other,Foot,1,False
4099,2019-03-01,2019,1,0,29,1,2,Fairfield,TX,43,False,other,Not fleeing,0,False
4101,2019-03-02,2019,0,1,33,1,5,Mount Holly,NC,27,True,other,Not fleeing,0,False
4102,2019-03-02,2019,0,0,46,1,5,Fairchild,WI,48,False,attack,Not fleeing,0,False
4103,2019-03-02,2019,0,1,35,0,5,Carter County,KY,17,False,other,Foot,1,False
4106,2019-03-04,2019,0,1,36,1,1,Des Moines,IA,12,False,attack,Foot,1,False
4107,2019-03-04,2019,0,1,63,1,5,Rancho Mirage,CA,4,True,attack,Not fleeing,0,False
4108,2019-03-04,2019,0,1,27,1,2,San Antonio,TX,43,False,attack,Not fleeing,0,False
4109,2019-03-04,2019,0,1,17,1,2,San Antonio,TX,43,False,attack,Car,1,False
4110,2019-03-04,2019,0,1,22,1,1,Aurora,CO,5,False,other,Not fleeing,0,True
4113,2019-03-05,2019,0,0,21,0,2,Bakersfield,CA,4,False,other,Car,1,False
4114,2019-03-05,2019,0,1,31,1,5,Greenville,MS,25,True,undetermined,Not fleeing,0,False
4115,2019-03-05,2019,1,1,56,1,5,Muskogee,OK,36,False,other,Not fleeing,0,False
4116,2019-03-05,2019,1,1,32,1,1,Jacksonville,FL,9,False,other,Not fleeing,0,False
4117,2019-03-06,2019,0,1,25,1,1,Morgantown,WV,49,False,attack,Foot,1,False
4118,2019-03-07,2019,0,1,47,1,5,Jonesboro,AR,2,False,other,Not fleeing,0,False
4119,2019-03-07,2019,0,1,37,1,2,Vancouver,WA,47,False,other,Not fleeing,0,False
4120,2019-03-07,2019,0,1,23,1,5,Anchorage,AK,0,False,attack,Foot,1,False
4121,2019-03-08,2019,0,1,34,1,5,Athens,GA,10,True,attack,Not fleeing,0,True
4122,2019-03-09,2019,0,1,51,0,5,Cheatham County,TN,42,False,attack,Not fleeing,0,False
4123,2019-03-09,2019,0,1,35,1,5,Phoenix,AZ,3,False,attack,Not fleeing,0,False
4124,2019-03-09,2019,0,1,46,1,5,Pennfield Township,MI,22,False,attack,Not fleeing,0,False
4125,2019-03-09,2019,0,1,59,1,5,Quanah,TX,43,False,undetermined,Not fleeing,0,False
4127,2019-03-09,2019,0,1,30,1,1,Monahans,TX,43,True,attack,Not fleeing,0,False
4128,2019-03-10,2019,0,1,34,1,3,Redding,CA,4,False,attack,Foot,1,False
4129,2019-03-10,2019,0,1,44,1,5,Cofield,NC,27,False,attack,Not fleeing,0,False
4130,2019-03-10,2019,0,1,31,1,0,San Bernardino,CA,4,True,attack,Not fleeing,0,False
4131,2019-03-10,2019,0,1,51,1,2,Lakewood,CO,5,False,attack,Car,1,False
4132,2019-03-11,2019,0,1,34,1,5,Westminster,MD,20,False,attack,Not fleeing,0,False
4133,2019-03-12,2019,0,1,45,1,5,Salacoa,GA,10,False,attack,Not fleeing,0,False
4134,2019-03-12,2019,0,1,32,0,1,Miami,FL,9,False,other,Not fleeing,0,False
4135,2019-03-12,2019,0,1,31,1,5,Kalamazoo,MI,22,False,attack,Not fleeing,0,False
4136,2019-03-13,2019,0,1,41,1,1,Ashland,CA,4,False,attack,Car,1,True
4137,2019-03-13,2019,0,1,29,1,2,Grand Island,NE,29,False,attack,Not fleeing,0,False
4138,2019-03-13,2019,0,1,47,0,1,Greensburg,PA,38,True,attack,Not fleeing,0,False
4139,2019-03-13,2019,0,0,30,1,2,Phoenix,AZ,3,False,other,Other,1,False
4140,2019-03-14,2019,0,1,27,1,3,Sallisaw,OK,36,False,attack,Not fleeing,0,False
4142,2019-03-14,2019,0,1,38,1,2,Jacksonville,FL,9,True,other,Not fleeing,0,False
4143,2019-03-14,2019,0,1,33,1,5,Monroe County,MS,25,True,other,Car,1,False
4145,2019-03-14,2019,0,1,25,1,5,Ontario,OR,37,True,attack,Car,1,False
4146,2019-03-15,2019,0,1,47,1,5,Las Vegas,NV,33,False,attack,Not fleeing,0,True
4149,2019-03-16,2019,0,1,49,1,5,Palmdale,CA,4,False,attack,Not fleeing,0,False
4150,2019-03-17,2019,0,1,33,1,2,Clermont,FL,9,False,other,Not fleeing,0,False
4151,2019-03-18,2019,1,1,36,1,5,Mansfield,OH,35,False,other,Not fleeing,0,False
4152,2019-03-19,2019,0,1,22,1,1,Bastrop,LA,18,False,undetermined,Foot,1,False
4153,2019-03-19,2019,0,1,29,1,2,Kittitas,WA,47,False,attack,Car,1,False
4154,2019-03-19,2019,0,1,52,1,2,Tampa,FL,9,True,other,Not fleeing,0,False
4155,2019-03-19,2019,0,1,61,1,5,University City,MO,24,True,attack,Not fleeing,0,False
4156,2019-03-20,2019,0,1,29,1,1,State College,PA,38,True,attack,Not fleeing,0,False
4157,2019-03-20,2019,0,1,37,1,2,Las Vegas,NV,33,False,attack,Not fleeing,0,True
4158,2019-03-20,2019,0,1,26,0,5,San Antonio,TX,43,False,attack,Not fleeing,0,False
4160,2019-03-21,2019,0,1,19,1,1,Modesto,CA,4,False,undetermined,Car,1,False
4161,2019-03-22,2019,0,1,45,1,5,Ernul,NC,27,True,other,Not fleeing,0,False
4162,2019-03-22,2019,0,1,22,1,1,Walterboro,SC,40,False,other,Not fleeing,0,False
4163,2019-03-24,2019,0,0,57,1,1,Baltimore,MD,20,False,other,Not fleeing,0,True
4164,2019-03-24,2019,0,1,46,1,5,Port St. Joe,FL,9,False,other,Car,1,False
4165,2019-03-25,2019,0,1,27,1,1,Charlotte,NC,27,True,other,Not fleeing,0,True
4166,2019-03-25,2019,0,1,26,1,2,Thurmont,MD,20,True,other,Not fleeing,0,False
4167,2019-03-25,2019,0,1,30,1,5,Horry County,SC,40,True,other,Foot,1,False
4168,2019-03-25,2019,0,1,18,1,1,St. Louis,MO,24,False,attack,Not fleeing,0,False
4169,2019-03-27,2019,0,1,25,1,5,Burnet,TX,43,False,attack,Not fleeing,0,True
4170,2019-03-27,2019,0,1,51,1,5,Manchester,NH,30,False,attack,Not fleeing,0,False
4171,2019-03-27,2019,0,1,40,1,2,Cochran County,TX,43,False,attack,Car,1,False
4172,2019-03-27,2019,0,1,47,1,5,Chickasha,OK,36,False,other,Not fleeing,0,False
4173,2019-03-27,2019,0,1,38,1,1,Terrytown,LA,18,False,attack,Not fleeing,0,False
4174,2019-03-27,2019,0,1,39,1,1,Terrytown,LA,18,False,attack,Car,1,False
4175,2019-03-27,2019,0,1,30,1,1,Inglewood,CA,4,False,other,Not fleeing,0,False
4177,2019-03-28,2019,0,1,42,1,2,San Antonio,TX,43,False,other,Car,1,False
4178,2019-03-30,2019,0,1,25,1,1,Miami,FL,9,False,attack,Not fleeing,0,False
4179,2019-03-30,2019,0,0,22,1,5,Watauga County,NC,27,False,attack,Not fleeing,0,False
4180,2019-03-30,2019,1,1,30,1,1,Durham,NC,27,False,attack,Foot,1,True
4181,2019-03-31,2019,0,1,33,0,5,Springfield,OR,37,True,other,Car,1,False
4182,2019-03-31,2019,0,1,24,1,2,Marana,AZ,3,False,attack,Not fleeing,0,False
4183,2019-03-31,2019,0,1,31,1,1,Atlanta,GA,10,False,other,Foot,1,False
4184,2019-03-31,2019,0,1,25,1,3,Fairbanks,AK,0,False,other,Car,1,False
4185,2019-04-01,2019,0,1,28,0,5,LaFollette,TN,42,False,attack,Not fleeing,0,False
4186,2019-04-01,2019,0,1,19,1,1,Union City,GA,10,False,attack,Not fleeing,0,False
4187,2019-04-01,2019,0,1,31,1,1,Anchorage,AK,0,True,other,Foot,1,False
4189,2019-04-02,2019,0,0,48,1,5,Redding,CA,4,True,attack,Not fleeing,0,False
4190,2019-04-03,2019,0,1,53,1,5,Brownstown,IN,15,False,other,Not fleeing,0,False
4191,2019-04-03,2019,0,1,50,1,2,San Diego,CA,4,False,attack,Not fleeing,0,True
4192,2019-04-03,2019,0,1,55,1,2,Boynton Beach,FL,9,False,attack,Not fleeing,0,False
4193,2019-04-03,2019,0,1,37,1,5,Pelion,SC,40,False,other,Car,1,False
4194,2019-04-04,2019,0,0,37,1,5,Kalamazoo,MI,22,True,other,Not fleeing,0,False
4195,2019-04-04,2019,0,1,30,1,2,Anaheim,CA,4,False,other,Not fleeing,0,False
4197,2019-04-06,2019,0,1,36,1,5,New Albany,IN,15,True,attack,Not fleeing,0,False
4198,2019-04-07,2019,0,1,24,1,1,Greeneville,TN,42,False,attack,Not fleeing,0,False
4199,2019-04-07,2019,0,0,35,1,1,Blytheville,AR,2,True,attack,Foot,1,True
4200,2019-04-07,2019,0,1,42,1,5,Hamilton County,TN,42,False,attack,Not fleeing,0,False
4201,2019-04-08,2019,0,1,37,1,1,Salt Lake City,UT,44,False,attack,Car,1,False
4202,2019-04-09,2019,0,1,28,1,5,Pueblo,CO,5,False,attack,Foot,1,False
4203,2019-04-09,2019,0,1,32,1,5,Henry County,IN,15,False,attack,Not fleeing,0,False
4204,2019-04-09,2019,0,1,33,1,1,Louisville,KY,17,False,attack,Not fleeing,0,False
4205,2019-04-10,2019,0,1,27,1,1,Shreveport,LA,18,False,attack,Car,1,False
4206,2019-04-10,2019,0,1,21,1,2,Indio,CA,4,False,other,Not fleeing,0,False
4207,2019-04-10,2019,0,1,47,1,5,Pinellas Park,FL,9,False,attack,Not fleeing,0,False
4208,2019-04-10,2019,0,1,57,1,5,Mexico Beach,FL,9,False,other,Not fleeing,0,False
4210,2019-04-11,2019,0,1,34,1,1,St. Louis,MO,24,False,attack,Foot,1,False
4211,2019-04-11,2019,0,0,34,1,1,Boerne,TX,43,False,attack,Foot,1,False
4212,2019-04-11,2019,0,1,30,1,5,DeLand,FL,9,True,attack,Car,1,False
4213,2019-04-11,2019,0,1,29,0,2,Ahwatukee,AZ,3,False,other,Car,1,False
4214,2019-04-12,2019,0,1,28,1,1,Clinton,LA,18,False,attack,Not fleeing,0,False
4215,2019-04-12,2019,0,1,39,1,2,Buckeye,AZ,3,True,attack,Not fleeing,0,True
4216,2019-04-12,2019,0,1,54,1,0,Richmond,CA,4,False,attack,Not fleeing,0,False
4217,2019-04-14,2019,0,1,27,1,5,Dalhart,TX,43,False,other,Foot,1,False
4218,2019-04-14,2019,0,1,32,1,1,New York,NY,34,False,other,Not fleeing,0,True
4219,2019-04-14,2019,0,1,32,1,3,Rushville,NE,29,False,other,Foot,1,False
4220,2019-04-14,2019,0,1,47,1,5,Los Angeles,CA,4,False,undetermined,Foot,1,False
4221,2019-04-14,2019,0,1,33,1,5,Portland,OR,37,False,attack,Not fleeing,0,False
4222,2019-04-14,2019,1,1,42,1,3,Red Bluff,CA,4,True,other,Foot,1,False
4223,2019-04-15,2019,0,1,37,1,5,Pigeon Forge,TN,42,True,other,Not fleeing,0,False
4225,2019-04-16,2019,0,1,24,1,5,Fountain Inn,SC,40,False,attack,Car,1,False
4226,2019-04-16,2019,0,1,42,1,5,Montesano,WA,47,True,other,Not fleeing,0,False
4227,2019-04-17,2019,0,1,34,1,1,Flint,MI,22,False,attack,Not fleeing,0,False
4228,2019-04-17,2019,0,1,46,1,5,Pentress,WV,49,True,attack,Foot,1,True
4229,2019-04-18,2019,0,1,40,1,3,Coon Rapids,MN,23,False,attack,Foot,1,True
4230,2019-04-18,2019,0,1,30,1,5,Fremont,CA,4,False,attack,Not fleeing,0,True
4231,2019-04-18,2019,0,1,42,1,2,New York,NY,34,False,attack,Foot,1,False
4232,2019-04-20,2019,0,1,30,1,5,Raleigh,NC,27,False,attack,Not fleeing,0,False
4233,2019-04-20,2019,0,1,63,1,5,Athens,GA,10,True,attack,Not fleeing,0,True
4234,2019-04-20,2019,0,1,18,1,2,Wethersfield,CT,6,False,attack,Foot,1,False
4235,2019-04-20,2019,0,1,29,1,2,Colorado Springs,CO,5,False,attack,Not fleeing,0,True
4236,2019-04-21,2019,0,1,42,1,5,Little Rock,AR,2,False,attack,Foot,1,False
4237,2019-04-22,2019,0,1,32,1,2,Los Angeles,CA,4,False,attack,Not fleeing,0,True
4239,2019-04-22,2019,0,1,50,1,5,Shelby,MT,26,False,attack,Not fleeing,0,False
4240,2019-04-24,2019,0,1,29,1,5,Owingsville,KY,17,False,attack,Car,1,False
4241,2019-04-24,2019,0,1,29,1,5,Colorado Springs,CO,5,False,attack,Not fleeing,0,False
4242,2019-04-25,2019,0,1,51,1,5,Apex,NC,27,False,attack,Not fleeing,0,False
4245,2019-04-26,2019,0,1,23,1,1,Denver,CO,5,True,attack,Not fleeing,0,False
4246,2019-04-28,2019,0,1,47,1,2,Sparks,NV,33,True,other,Not fleeing,0,False
4247,2019-04-28,2019,0,1,45,1,2,Austin,TX,43,True,other,Not fleeing,0,True
4248,2019-04-29,2019,0,1,42,1,5,Portland,OR,37,False,attack,Not fleeing,0,False
4249,2019-04-29,2019,0,1,26,1,2,Phoenix,AZ,3,False,attack,Foot,1,False
4250,2019-04-29,2019,0,1,29,1,5,Hancock County,MS,25,False,attack,Foot,1,False
4251,2019-04-29,2019,0,1,49,0,0,Welch,WV,49,False,other,Not fleeing,0,False
4252,2019-04-29,2019,1,0,17,1,1,Edmond,OK,36,False,attack,Foot,1,False
4253,2019-04-30,2019,0,1,37,1,2,Los Angeles,CA,4,False,attack,Foot,1,False
4254,2019-04-30,2019,0,1,45,0,5,Welcome,NC,27,False,other,Not fleeing,0,False
4256,2019-05-01,2019,0,1,51,1,2,Miami,FL,9,False,other,Not fleeing,0,False
4257,2019-05-01,2019,0,1,37,1,2,Meadowlake,NM,32,False,attack,Not fleeing,0,False
4259,2019-05-01,2019,0,1,28,1,5,Hiltons,VA,45,False,attack,Foot,1,False
4260,2019-05-02,2019,0,0,52,1,5,Glenwood,GA,10,False,attack,Other,1,False
4262,2019-05-02,2019,0,1,37,1,2,Cedar Hill,TX,43,False,other,Car,1,False
4264,2019-05-04,2019,0,1,37,1,5,Hermantown,MN,23,False,attack,Foot,1,False
4265,2019-05-04,2019,0,0,25,1,5,Spokane,WA,47,True,other,Foot,1,False
4266,2019-05-04,2019,0,1,35,1,0,Stockton,CA,4,False,attack,Not fleeing,0,False
4267,2019-05-04,2019,1,1,35,1,5,Phoenix,AZ,3,False,attack,Not fleeing,0,False
4268,2019-05-05,2019,0,1,61,1,2,Angel Fire,NM,32,False,other,Not fleeing,0,False
4269,2019-05-06,2019,0,1,33,1,2,Mesa,AZ,3,False,other,Not fleeing,0,False
4270,2019-05-07,2019,0,1,34,1,2,Milwaukee,WI,48,False,other,Not fleeing,0,False
4271,2019-05-07,2019,0,1,59,1,5,Lumberton,MS,25,False,other,Not fleeing,0,False
4272,2019-05-07,2019,0,1,32,1,2,Goleta,CA,4,False,attack,Not fleeing,0,False
4274,2019-05-09,2019,0,1,49,1,2,Montebello,CA,4,False,attack,Not fleeing,0,False
4275,2019-05-09,2019,0,1,31,1,1,Seattle,WA,47,True,attack,Not fleeing,0,True
4276,2019-05-09,2019,0,1,29,1,2,Phoenix,AZ,3,False,attack,Not fleeing,0,False
4277,2019-05-10,2019,0,1,25,1,1,Tulsa,OK,36,True,attack,Foot,1,True
4278,2019-05-11,2019,0,1,26,1,1,Chicago,IL,14,False,attack,Foot,1,False
4279,2019-05-11,2019,0,1,37,1,1,Savannah,GA,10,False,attack,Foot,1,False
4280,2019-05-11,2019,0,1,39,1,5,Tunbridge,VT,46,False,attack,Not fleeing,0,False
4282,2019-05-11,2019,0,1,26,1,2,South Sioux City,NE,29,False,attack,Not fleeing,0,False
4283,2019-05-13,2019,0,1,36,1,1,Gardena,CA,4,False,attack,Not fleeing,0,True
4284,2019-05-13,2019,0,1,45,0,1,Baytown,TX,43,False,attack,Not fleeing,0,False
4285,2019-05-13,2019,0,1,45,1,5,Rising Sun,MD,20,True,attack,Not fleeing,0,False
4286,2019-05-14,2019,0,1,54,1,5,Las Vegas,NV,33,True,other,Not fleeing,0,False
4287,2019-05-15,2019,0,1,43,1,2,Tamarac,FL,9,False,attack,Not fleeing,0,False
4288,2019-05-15,2019,0,1,37,1,1,Appleton,WI,48,True,attack,Not fleeing,0,True
4289,2019-05-15,2019,0,1,30,1,1,Louisville,KY,17,False,attack,Car,1,False
4290,2019-05-16,2019,0,1,37,1,2,Palm Beach Gardens,FL,9,False,attack,Not fleeing,0,False
4291,2019-05-16,2019,0,1,58,0,5,New Boston,TX,43,True,attack,Not fleeing,0,False
4292,2019-05-17,2019,0,1,39,1,2,Davie,FL,9,False,other,Not fleeing,0,False
4293,2019-05-17,2019,0,1,40,1,1,New Orleans,LA,18,False,attack,Not fleeing,0,True
4294,2019-05-17,2019,0,1,36,1,1,Pasadena,CA,4,False,attack,Not fleeing,0,True
4295,2019-05-18,2019,0,1,27,1,3,Tonalea,AZ,3,False,undetermined,Not fleeing,0,False
4296,2019-05-18,2019,0,1,20,1,2,Garden Grove,CA,4,True,attack,Not fleeing,0,False
4297,2019-05-19,2019,0,1,17,1,2,Phoenix,AZ,3,False,attack,Foot,1,False
4298,2019-05-19,2019,0,1,59,1,2,Huron,CA,4,False,attack,Not fleeing,0,False
4299,2019-05-19,2019,0,1,47,0,5,Carlsbad,NM,32,False,attack,Not fleeing,0,False
4300,2019-05-19,2019,0,1,45,1,4,Miami Gardens,FL,9,False,attack,Not fleeing,0,False
4302,2019-05-20,2019,0,1,34,0,5,Blackwell,OK,36,False,attack,Car,1,False
4303,2019-05-20,2019,0,1,46,1,2,Archdale,NC,27,False,attack,Not fleeing,0,False
4304,2019-05-20,2019,0,1,26,1,1,Auburn,WA,47,False,attack,Not fleeing,0,False
4305,2019-05-21,2019,0,1,21,1,2,Los Angeles,CA,4,False,other,Not fleeing,0,False
4306,2019-05-21,2019,0,1,29,1,5,Auburn,ME,21,False,attack,Not fleeing,0,False
4307,2019-05-22,2019,0,1,33,1,5,Ashland,WI,48,False,other,Car,1,False
4309,2019-05-22,2019,0,1,47,1,5,Inman,SC,40,False,attack,Not fleeing,0,False
4310,2019-05-22,2019,0,1,22,1,1,Chicago,IL,14,True,attack,Not fleeing,0,False
4312,2019-05-23,2019,0,0,41,1,5,Montgomery,NY,34,False,other,Not fleeing,0,False
4313,2019-05-23,2019,0,1,28,1,5,Pearl River County,MS,25,True,attack,Car,1,False
4314,2019-05-23,2019,0,1,56,1,5,Wichita,KS,16,True,attack,Not fleeing,0,False
4315,2019-05-24,2019,0,1,41,1,5,Indian River County,FL,9,False,attack,Car,1,False
4316,2019-05-24,2019,0,1,35,1,2,Houston,TX,43,False,other,Not fleeing,0,False
4317,2019-05-24,2019,0,1,59,1,4,Fort Lauderdale,FL,9,False,other,Other,1,False
4318,2019-05-26,2019,0,1,30,1,1,Kansas City,MO,24,False,attack,Foot,1,False
4320,2019-05-27,2019,0,1,49,1,5,Wichita,KS,16,True,attack,Foot,1,False
4321,2019-05-27,2019,0,1,41,1,1,Joliet,IL,14,False,attack,Not fleeing,0,False
4322,2019-05-28,2019,0,1,21,1,1,Chicago,IL,14,False,other,Not fleeing,0,False
4323,2019-05-29,2019,0,1,62,1,5,Wilmington,NC,27,True,attack,Not fleeing,0,False
4325,2019-05-30,2019,0,1,32,0,1,Huntsville,AL,1,True,attack,Not fleeing,0,False
4326,2019-05-30,2019,0,1,22,1,2,Amarillo,TX,43,False,attack,Foot,1,False
4327,2019-05-30,2019,0,1,58,1,5,Havre de Grace,MD,20,True,other,Not fleeing,0,False
4328,2019-05-31,2019,0,1,32,1,5,Gorham,ME,21,False,attack,Car,1,False
4329,2019-05-31,2019,0,0,26,1,0,Auburn,WA,47,True,other,Not fleeing,0,False
4330,2019-06-01,2019,0,0,35,1,3,Bartlesville,OK,36,True,undetermined,Not fleeing,0,False
4331,2019-06-01,2019,0,1,27,1,5,Anderson,CA,4,False,other,Not fleeing,0,False
4332,2019-06-01,2019,0,1,35,1,1,Shreveport,LA,18,False,attack,Not fleeing,0,False
4334,2019-06-02,2019,0,1,23,1,1,Walnut Creek,CA,4,True,attack,Not fleeing,0,True
4335,2019-06-03,2019,0,1,59,1,5,Collierville,TN,42,True,attack,Not fleeing,0,False
4336,2019-06-03,2019,0,1,23,1,5,San Ysidro,CA,4,True,attack,Car,1,False
4337,2019-06-03,2019,0,1,43,1,1,Ardsley,NY,34,False,attack,Not fleeing,0,False
4338,2019-06-03,2019,0,0,41,1,1,Detroit,MI,22,False,other,Car,1,False
4339,2019-06-04,2019,0,1,56,1,5,Davidsonville,MD,20,False,other,Not fleeing,0,False
4340,2019-06-04,2019,0,1,45,1,5,Indialantic,FL,9,False,attack,Not fleeing,0,False
4341,2019-06-05,2019,0,1,28,1,2,Bernalillo,NM,32,False,other,Not fleeing,0,False
4342,2019-06-05,2019,0,1,37,1,5,Jonesboro,AR,2,True,other,Not fleeing,0,False
4343,2019-06-05,2019,0,1,54,1,5,Trinity,NC,27,True,attack,Not fleeing,0,False
4344,2019-06-05,2019,0,1,39,1,5,Escalon,CA,4,False,attack,Not fleeing,0,False
4345,2019-06-06,2019,0,0,37,1,1,Los Angeles,CA,4,False,other,Car,1,False
4346,2019-06-06,2019,0,1,41,1,2,Los Angeles,CA,4,False,other,Not fleeing,0,True
4347,2019-06-06,2019,0,1,27,1,1,Los Angeles,CA,4,False,other,Not fleeing,0,False
4348,2019-06-06,2019,0,1,70,1,5,Braxton,MS,25,True,attack,Not fleeing,0,False
4349,2019-06-06,2019,0,1,37,1,2,Modesto,CA,4,False,attack,Not fleeing,0,False
4350,2019-06-06,2019,0,1,35,1,2,San Gabriel,CA,4,False,attack,Not fleeing,0,False
4351,2019-06-06,2019,0,1,26,1,1,St. Louis,MO,24,False,attack,Foot,1,False
4352,2019-06-06,2019,0,1,58,1,5,Bonnyman,KY,17,False,attack,Not fleeing,0,False
4353,2019-06-07,2019,0,1,46,1,5,Bristol,TN,42,False,other,Not fleeing,0,False
4354,2019-06-08,2019,0,1,39,1,1,Clearwater,FL,9,False,other,Not fleeing,0,False
4355,2019-06-08,2019,0,1,33,0,2,Fresno,CA,4,True,attack,Not fleeing,0,True
4356,2019-06-09,2019,0,1,20,1,1,Fort Worth,TX,43,False,other,Foot,1,False
4357,2019-06-09,2019,0,1,38,1,5,Portland,OR,37,False,other,Not fleeing,0,False
4358,2019-06-09,2019,0,1,41,1,5,Shirley,AR,2,False,attack,Not fleeing,0,False
4359,2019-06-09,2019,0,1,32,1,2,Menifee,CA,4,False,attack,Car,1,False
4360,2019-06-10,2019,0,1,37,1,5,Kingsport,TN,42,False,attack,Not fleeing,0,False
4361,2019-06-10,2019,0,1,24,1,1,Oklahoma City,OK,36,False,other,Not fleeing,0,True
4362,2019-06-10,2019,0,1,19,1,1,Lawton,OK,36,True,other,Car,1,False
4363,2019-06-11,2019,0,1,27,1,1,Porteau,OK,36,False,attack,Not fleeing,0,False
4364,2019-06-11,2019,0,1,40,1,2,Orlando,FL,9,True,attack,Not fleeing,0,False
4365,2019-06-11,2019,0,1,61,1,5,Hopkins County,TX,43,False,other,Not fleeing,0,False
4368,2019-06-12,2019,0,1,20,1,1,Memphis,TN,42,False,attack,Foot,1,False
4369,2019-06-12,2019,0,0,35,1,2,Farmers Branch,TX,43,False,other,Car,1,False
4370,2019-06-13,2019,0,1,17,1,1,Rockville,MD,20,False,attack,Car,1,False
4371,2019-06-13,2019,0,1,22,1,1,Jacksonville,AR,2,False,attack,Car,1,False
4373,2019-06-15,2019,0,1,45,1,5,Belmont,NH,30,True,other,Not fleeing,0,False
4374,2019-06-15,2019,0,1,20,1,1,Renton,WA,47,True,attack,Not fleeing,0,False
4375,2019-06-15,2019,0,1,18,1,1,Racine,WI,48,False,other,Other,1,False
4376,2019-06-15,2019,0,1,28,1,1,Birmingham,AL,1,False,attack,Car,1,False
4377,2019-06-15,2019,0,1,38,1,2,Toppenish,WA,47,False,other,Not fleeing,0,False
4379,2019-06-16,2019,0,1,53,1,1,South Bend,IN,15,False,attack,Not fleeing,0,False
4380,2019-06-16,2019,0,1,31,1,2,Tucson,AZ,3,False,attack,Not fleeing,0,False
4381,2019-06-16,2019,0,1,48,1,5,Fairbanks,AK,0,False,attack,Not fleeing,0,False
4382,2019-06-17,2019,0,1,20,1,2,Brownsville,TX,43,False,attack,Car,1,False
4383,2019-06-17,2019,0,1,35,1,2,Las Cruces,NM,32,False,attack,Car,1,False
4384,2019-06-17,2019,0,1,22,1,5,Dallas,TX,43,True,attack,Foot,1,False
4385,2019-06-18,2019,0,1,18,1,2,Centralia,WA,47,False,other,Not fleeing,0,False
4387,2019-06-18,2019,0,1,74,1,1,Syracuse,NY,34,False,attack,Not fleeing,0,False
4388,2019-06-20,2019,0,1,33,1,2,Mission,TX,43,False,attack,Foot,1,False
4390,2019-06-20,2019,0,1,38,1,5,Ashville,OH,35,False,other,Car,1,False
4391,2019-06-22,2019,0,1,26,1,2,Big Sur,CA,4,False,attack,Not fleeing,0,False
4392,2019-06-22,2019,0,1,41,1,5,Phoenix,MD,20,False,other,Not fleeing,0,True
4393,2019-06-23,2019,0,1,29,1,5,Springfield,OH,35,True,attack,Foot,1,False
4394,2019-06-24,2019,0,1,19,1,1,Boston,MA,19,False,attack,Car,1,True
4395,2019-06-24,2019,0,1,61,1,1,Englewood,FL,9,False,attack,Not fleeing,0,False
4396,2019-06-24,2019,0,1,34,1,5,Seminole,TX,43,False,attack,Not fleeing,0,False
4397,2019-06-25,2019,0,1,35,1,2,San Antonio,TX,43,True,other,Not fleeing,0,False
4399,2019-06-25,2019,0,1,43,1,5,Menasha,WI,48,False,other,Not fleeing,0,False
4400,2019-06-26,2019,0,1,50,1,5,Timberville,VA,45,False,attack,Not fleeing,0,False
4401,2019-06-26,2019,0,1,32,1,1,Sugarcreek,OH,35,False,attack,Not fleeing,0,True
4402,2019-06-27,2019,0,1,50,1,1,Springfield,FL,9,False,attack,Not fleeing,0,False
4403,2019-06-27,2019,0,1,54,1,1,Orangeburg,SC,40,False,undetermined,Not fleeing,0,False
4404,2019-06-27,2019,0,1,35,1,5,Wolfe County,KY,17,False,other,Not fleeing,0,False
4405,2019-06-27,2019,0,1,33,1,5,Omaha,NE,29,True,attack,Not fleeing,0,False
4406,2019-06-27,2019,0,0,18,1,2,Los Angeles,CA,4,False,other,Not fleeing,0,False
4407,2019-06-27,2019,0,1,50,1,5,Tulsa,OK,36,False,attack,Car,1,False
4408,2019-06-27,2019,0,1,41,1,2,Yucca Valley,CA,4,False,attack,Not fleeing,0,False
4409,2019-06-28,2019,0,1,37,1,1,Pueblo,CO,5,False,other,Car,1,False
4410,2019-06-28,2019,0,1,76,1,5,Smyrna,TN,42,False,attack,Not fleeing,0,False
4412,2019-06-28,2019,0,1,19,1,5,Pearl,MS,25,False,attack,Not fleeing,0,False
4413,2019-06-28,2019,0,1,40,1,5,Bacliff,TX,43,False,attack,Not fleeing,0,False
4414,2019-06-29,2019,0,1,61,1,5,Denton County,TX,43,False,attack,Not fleeing,0,False
4415,2019-06-29,2019,0,1,61,1,5,Lantana,TX,43,False,attack,Not fleeing,0,True
4416,2019-07-01,2019,0,1,22,1,2,Denver,CO,5,False,attack,Not fleeing,0,False
4417,2019-07-01,2019,0,1,52,1,5,Pontotoc County,MS,25,False,attack,Car,1,False
4418,2019-07-01,2019,0,1,23,1,0,Athens,GA,10,True,attack,Not fleeing,0,True
4419,2019-07-01,2019,0,1,67,1,1,Port St. Lucie,FL,9,False,other,Not fleeing,0,False
4420,2019-07-02,2019,0,1,44,1,5,Bagley Township,MI,22,True,attack,Not fleeing,0,False
4421,2019-07-02,2019,0,1,23,1,4,Eagan,MN,23,False,other,Foot,1,True
4423,2019-07-02,2019,0,1,39,1,1,Elyria,OH,35,False,attack,Car,1,False
4424,2019-07-03,2019,0,1,53,1,5,Salem,IN,15,False,other,Not fleeing,0,False
