index,date,year,manner_of_death,armed,age,gender,race,city,state,state_ID,signs_of_mental_illness,threat_level,flee,flee_encoded,body_camera
1453,2016-06-21,2016,0,1,19,1,5,Peterborough,NH,30,True,attack,Car,1,False
1454,2016-06-21,2016,0,1,50,1,5,Casper,WY,50,True,attack,Not fleeing,0,False
1455,2016-06-21,2016,0,1,24,1,2,Lawndale,NC,27,True,attack,Not fleeing,0,False
1456,2016-06-22,2016,0,1,25,1,5,Colorado Springs,CO,5,False,attack,Not fleeing,0,False
1457,2016-06-22,2016,0,0,20,1,1,Birmingham,AL,1,False,attack,Car,1,False
1458,2016-06-22,2016,0,1,37,1,5,Wellington,FL,9,False,other,Not fleeing,0,False
1459,2016-06-22,2016,0,1,44,1,1,Walls,MS,25,False,attack,Foot,1,False
1460,2016-06-22,2016,0,0,22,1,1,Atlanta,GA,10,False,undetermined,Other,1,False
1461,2016-06-22,2016,0,1,31,1,5,Bellville,TX,43,False,attack,Not fleeing,0,True
1462,2016-06-23,2016,0,1,25,1,1,Wauwatosa,WI,48,False,other,Not fleeing,0,True
1463,2016-06-23,2016,0,1,37,1,1,Belleville,IL,14,False,attack,Foot,1,False
1465,2016-06-24,2016,0,1,36,1,1,Paterson,NJ,31,False,attack,Not fleeing,0,False
1466,2016-06-24,2016,0,1,50,1,5,Farmington,AR,2,False,attack,Not fleeing,0,False
1467,2016-06-24,2016,0,1,42,0,5,Fulshear,TX,43,True,attack,Not fleeing,0,False
1468,2016-06-24,2016,0,1,42,1,2,Oklahoma City,OK,36,True,other,Other,1,False
1469,2016-06-24,2016,0,1,26,1,2,Riverview,FL,9,False,attack,Not fleeing,0,False
1470,2016-06-25,2016,0,0,19,1,5,Fresno,CA,4,True,other,Car,1,True
1471,2016-06-25,2016,0,1,59,1,5,Pinellas Park,FL,9,False,attack,Not fleeing,0,False
1473,2016-06-25,2016,1,0,36,1,2,Gainesville,GA,10,False,attack,Other,1,False
1474,2016-06-26,2016,0,1,51,1,5,Columbia Township,MI,22,True,attack,Not fleeing,0,False
1475,2016-06-26,2016,0,1,27,1,2,Thomaston,CT,6,False,other,Not fleeing,0,False
1476,2016-06-26,2016,0,1,22,1,1,Lincoln,NE,29,False,attack,Foot,1,False
1477,2016-06-26,2016,0,1,30,1,1,Dolton,IL,14,False,attack,Not fleeing,0,False
1478,2016-06-27,2016,0,1,28,1,5,Boone,IA,12,True,attack,Not fleeing,0,False
1479,2016-06-27,2016,0,1,63,1,1,Washington,DC,7,True,attack,Not fleeing,0,True
1480,2016-06-27,2016,0,1,32,1,5,Cochran,GA,10,False,attack,Not fleeing,0,False
1481,2016-06-27,2016,0,1,26,1,5,Laguna Pueblo,NM,32,False,attack,Not fleeing,0,False
1482,2016-06-27,2016,0,1,25,1,5,Frederica,DE,8,False,other,Car,1,False
1483,2016-06-28,2016,0,1,27,1,0,Long Beach,CA,4,False,other,Foot,1,False
1484,2016-06-28,2016,0,1,61,1,0,Honolulu,HI,11,False,attack,Not fleeing,0,False
1485,2016-06-29,2016,0,1,30,1,5,Barbourville,KY,17,False,attack,Not fleeing,0,False
1486,2016-06-29,2016,0,1,37,1,1,Ouachita Parish,LA,18,False,attack,Not fleeing,0,False
1487,2016-06-29,2016,0,1,37,1,1,Fort Madison,IA,12,False,attack,Foot,1,False
1488,2016-06-29,2016,0,1,41,1,5,Madison,WI,48,True,other,Not fleeing,0,False
1489,2016-06-30,2016,0,1,25,1,1,Columbus,OH,35,False,undetermined,Not fleeing,0,False
1490,2016-06-30,2016,0,1,24,1,5,Park County,CO,5,False,attack,Not fleeing,0,False
1491,2016-06-30,2016,0,1,44,1,2,Douglas,WY,50,False,undetermined,Not fleeing,0,False
1492,2016-07-01,2016,0,1,63,1,5,Landrum,SC,40,False,attack,Not fleeing,0,True
1493,2016-07-01,2016,0,1,58,1,5,Jackson,WI,48,False,other,Not fleeing,0,False
1494,2016-07-01,2016,1,1,30,1,5,Cartersville,GA,10,False,attack,Not fleeing,0,False
1495,2016-07-02,2016,0,1,35,1,1,Asheville,NC,27,False,other,Car,1,False
1496,2016-07-02,2016,0,1,50,1,5,Bristol,TN,42,False,attack,Not fleeing,0,False
1497,2016-07-03,2016,0,1,40,1,5,New Iberia,LA,18,True,other,Not fleeing,0,False
1498,2016-07-03,2016,0,0,37,1,2,Reno,NV,33,False,other,Car,1,False
1499,2016-07-03,2016,0,0,19,1,2,Fullerton,CA,4,False,other,Car,1,False
1500,2016-07-04,2016,0,1,34,1,5,North Charleston,SC,40,False,attack,Not fleeing,0,True
1501,2016-07-04,2016,0,1,18,1,2,San Jose,CA,4,True,other,Not fleeing,0,False
1502,2016-07-04,2016,0,1,21,1,1,Washington,DC,7,False,attack,Not fleeing,0,False
1504,2016-07-05,2016,0,1,29,1,5,Salem,OR,37,False,undetermined,Not fleeing,0,False
1505,2016-07-05,2016,0,1,49,1,5,Temecula,CA,4,False,other,Car,1,False
1506,2016-07-05,2016,0,1,24,0,2,Yuma,AZ,3,False,other,Not fleeing,0,False
1507,2016-07-05,2016,1,1,37,1,1,Baton Rouge,LA,18,False,undetermined,Not fleeing,0,True
1508,2016-07-06,2016,0,1,32,1,1,Falcon Heights,MN,23,False,other,Not fleeing,0,True
1509,2016-07-06,2016,0,1,65,1,5,Rush Springs,OK,36,False,other,Not fleeing,0,True
1510,2016-07-07,2016,0,1,37,1,2,Bell,CA,4,False,other,Not fleeing,0,False
1511,2016-07-07,2016,0,0,33,1,5,Clovis,CA,4,False,other,Car,1,False
1512,2016-07-07,2016,0,1,63,1,1,Selma,AL,1,False,attack,Not fleeing,0,True
1513,2016-07-08,2016,0,1,30,1,5,Tucson,AZ,3,True,other,Not fleeing,0,False
1514,2016-07-09,2016,0,1,40,1,1,Broken Bow,OK,36,False,attack,Car,1,False
1515,2016-07-10,2016,0,1,38,1,1,Houston,TX,43,False,other,Not fleeing,0,True
1516,2016-07-11,2016,0,1,50,1,1,Sacramento,CA,4,True,other,Not fleeing,0,True
1517,2016-07-11,2016,0,1,41,1,1,East St. Louis,IL,14,False,attack,Not fleeing,0,False
1518,2016-07-11,2016,0,1,41,1,2,Romulus,MI,22,False,attack,Not fleeing,0,False
1519,2016-07-11,2016,0,1,39,1,1,New York,NY,34,False,attack,Foot,1,False
1520,2016-07-11,2016,0,1,44,1,5,St. Joseph,MI,22,False,attack,Not fleeing,0,False
1521,2016-07-12,2016,0,1,23,1,5,Anchorage,AK,0,True,attack,Not fleeing,0,False
1522,2016-07-13,2016,0,1,32,1,5,Flagstaff,AZ,3,False,undetermined,Foot,1,True
1523,2016-07-13,2016,0,1,56,1,5,Middletown,NY,34,True,other,Not fleeing,0,False
1524,2016-07-14,2016,0,1,33,1,1,Baltimore,MD,20,False,attack,Not fleeing,0,False
1525,2016-07-15,2016,0,1,63,1,5,Peachland,NC,27,True,attack,Not fleeing,0,False
1526,2016-07-16,2016,0,1,31,1,5,Lake Asbury,FL,9,True,attack,Not fleeing,0,False
1527,2016-07-16,2016,0,1,57,1,5,Little Egg Harbor Township,NJ,31,False,other,Foot,1,False
1528,2016-07-16,2016,1,1,26,1,5,San Bernardino,CA,4,False,attack,Other,1,False
1529,2016-07-17,2016,0,1,39,1,5,Sheboygan,WI,48,False,other,Not fleeing,0,False
1530,2016-07-17,2016,0,1,42,1,1,New York,NY,34,False,attack,Not fleeing,0,False
1531,2016-07-17,2016,0,1,29,1,1,Baton Rouge,LA,18,True,attack,Not fleeing,0,False
1532,2016-07-17,2016,1,1,43,1,5,Tulsa,OK,36,False,attack,Not fleeing,0,False
1533,2016-07-18,2016,0,1,56,1,5,Tulsa,OK,36,True,other,Not fleeing,0,False
1534,2016-07-20,2016,0,1,31,1,2,Santa Maria,CA,4,True,other,Not fleeing,0,False
1535,2016-07-21,2016,0,1,50,1,1,Chicago,IL,14,False,attack,Not fleeing,0,False
1536,2016-07-21,2016,0,1,36,1,4,Hilo,HI,11,True,attack,Not fleeing,0,False
1537,2016-07-22,2016,0,1,50,1,5,Buckhannon,WV,49,False,attack,Not fleeing,0,False
1538,2016-07-23,2016,0,1,49,1,1,Milwaukee,WI,48,False,attack,Not fleeing,0,True
1539,2016-07-23,2016,0,1,31,1,1,Chino,CA,4,False,attack,Foot,1,False
1540,2016-07-23,2016,0,1,34,1,2,San Antonio,TX,43,False,attack,Not fleeing,0,False
1541,2016-07-24,2016,0,1,36,1,5,Winchester,CA,4,True,attack,Not fleeing,0,False
1542,2016-07-24,2016,0,1,29,1,3,Gallup,NM,32,True,other,Not fleeing,0,False
1543,2016-07-25,2016,0,1,32,1,1,Indianapolis,IN,15,False,attack,Car,1,False
1544,2016-07-25,2016,0,1,18,1,1,Los Angeles,CA,4,False,attack,Foot,1,False
1545,2016-07-26,2016,0,1,50,1,5,Pine River,WI,48,False,attack,Car,1,False
1546,2016-07-26,2016,0,1,36,1,2,Artesia,NM,32,False,other,Not fleeing,0,False
1547,2016-07-27,2016,0,1,17,1,1,Metairie,LA,18,False,attack,Foot,1,False
1548,2016-07-27,2016,0,0,19,1,1,Tempe,AZ,3,True,attack,Foot,1,False
1549,2016-07-27,2016,0,1,24,1,5,Scottsdale,AZ,3,False,other,Foot,1,True
1550,2016-07-27,2016,0,1,24,1,2,San Bernardino,CA,4,True,other,Not fleeing,0,False
1551,2016-07-27,2016,0,1,20,1,5,Malta,MT,26,False,attack,Not fleeing,0,False
1552,2016-07-27,2016,0,1,33,1,5,Estill Springs,TN,42,False,other,Foot,1,True
1553,2016-07-28,2016,0,1,41,1,2,Sparks,NV,33,False,undetermined,Not fleeing,0,False
1554,2016-07-28,2016,0,1,47,1,1,La Quinta,CA,4,False,other,Car,1,False
1555,2016-07-28,2016,0,0,18,1,1,Chicago,IL,14,False,other,Car,1,True
1556,2016-07-28,2016,0,1,31,1,2,Tucson,AZ,3,False,attack,Other,1,False
1557,2016-07-28,2016,0,0,27,1,1,Compton,CA,4,False,attack,Other,1,False
1558,2016-07-28,2016,0,1,36,1,2,City Terrace,CA,4,False,other,Car,1,True
1559,2016-07-29,2016,0,1,40,0,5,Homewood,AL,1,False,attack,Not fleeing,0,False
1560,2016-07-29,2016,0,1,59,1,5,Pleasant Hill,NC,27,False,attack,Not fleeing,0,False
1561,2016-07-31,2016,0,1,32,1,5,Phelps,KY,17,False,attack,Foot,1,False
1562,2016-07-31,2016,0,1,38,1,2,Wapato,WA,47,False,undetermined,Not fleeing,0,False
1563,2016-07-31,2016,0,1,18,1,0,Manchester,NJ,31,True,other,Not fleeing,0,True
1564,2016-08-01,2016,0,1,23,0,1,Randallstown,MD,20,False,attack,Not fleeing,0,False
1565,2016-08-01,2016,0,0,43,1,5,Edmund,SC,40,False,attack,Car,1,False
1566,2016-08-01,2016,0,1,67,1,5,Stafford,VA,45,False,attack,Not fleeing,0,False
1567,2016-08-01,2016,0,1,32,1,5,Santa Ana,CA,4,True,attack,Not fleeing,0,False
1568,2016-08-02,2016,0,1,22,1,5,Lake City,SC,40,False,attack,Car,1,False
1569,2016-08-02,2016,0,1,31,1,5,Alexandria,MN,23,False,other,Not fleeing,0,False
1570,2016-08-02,2016,0,1,43,1,1,Palm Bay,FL,9,True,attack,Not fleeing,0,False
1571,2016-08-02,2016,0,1,34,1,5,Hammett,ID,13,True,attack,Car,1,False
1572,2016-08-02,2016,0,1,51,1,5,Castaic,CA,4,False,other,Foot,1,False
1573,2016-08-03,2016,0,1,31,1,5,Clearfield,UT,44,False,attack,Foot,1,False
1574,2016-08-03,2016,0,1,54,1,5,Detroit,MI,22,False,attack,Not fleeing,0,False
1575,2016-08-03,2016,0,1,69,1,5,Scott County,VA,45,False,other,Car,1,False
1576,2016-08-05,2016,0,1,58,1,5,Aldie,VA,45,True,other,Not fleeing,0,False
1577,2016-08-05,2016,0,1,26,1,1,East Point,GA,10,True,attack,Not fleeing,0,False
1579,2016-08-05,2016,0,1,59,1,5,Beaver Dam,WI,48,True,attack,Not fleeing,0,False
1580,2016-08-07,2016,0,1,25,1,1,Cincinnati,OH,35,True,attack,Not fleeing,0,False
1581,2016-08-07,2016,0,1,20,1,1,Harrisburg,PA,38,True,other,Not fleeing,0,False
1582,2016-08-08,2016,0,1,57,1,1,Louisville,KY,17,False,other,Not fleeing,0,True
1583,2016-08-08,2016,0,1,56,1,5,Citrus Heights,CA,4,False,attack,Not fleeing,0,False
1584,2016-08-08,2016,0,1,64,1,5,Wilkesboro,NC,27,False,attack,Not fleeing,0,False
1585,2016-08-08,2016,0,1,34,1,2,Georgetown,KY,17,False,attack,Other,1,False
1586,2016-08-08,2016,0,1,69,1,5,Little Mountain,SC,40,True,attack,Not fleeing,0,False
1587,2016-08-09,2016,0,1,45,1,5,Circleville,OH,35,True,other,Not fleeing,0,False
1588,2016-08-09,2016,0,1,14,1,2,Los Angeles,CA,4,False,attack,Foot,1,True
1589,2016-08-09,2016,0,1,44,1,5,Piedmont,SC,40,False,other,Not fleeing,0,False
1590,2016-08-11,2016,0,1,59,1,5,Tukwila,WA,47,True,attack,Not fleeing,0,False
1591,2016-08-11,2016,0,1,33,1,2,Vista,CA,4,False,undetermined,Other,1,False
1592,2016-08-11,2016,0,1,54,1,5,Plaquemine,LA,18,False,attack,Not fleeing,0,False
1593,2016-08-12,2016,0,1,22,1,2,Mesa,AZ,3,False,other,Car,1,False
1594,2016-08-12,2016,1,1,49,1,5,Tahlequah,OK,36,True,other,Not fleeing,0,True
1595,2016-08-13,2016,0,1,23,1,1,Milwaukee,WI,48,False,other,Foot,1,True
1596,2016-08-13,2016,0,1,38,1,2,Phoenix,AZ,3,True,attack,Not fleeing,0,False
1597,2016-08-13,2016,0,1,53,1,5,Lakewood,CO,5,False,other,Not fleeing,0,False
1598,2016-08-13,2016,0,0,36,1,2,Hayward,CA,4,False,other,Car,1,False
1599,2016-08-15,2016,0,1,29,1,2,Falls Church,VA,45,True,other,Not fleeing,0,False
1600,2016-08-15,2016,0,1,42,1,5,Counce,TN,42,False,attack,Other,1,False
1601,2016-08-16,2016,0,1,36,1,5,Rome,OH,35,False,other,Car,1,False
1602,2016-08-16,2016,0,1,32,1,5,Lenoir,NC,27,False,attack,Foot,1,True
1603,2016-08-16,2016,0,1,53,1,5,Apache Junction,AZ,3,False,other,Not fleeing,0,False
1604,2016-08-16,2016,0,1,30,1,1,Stockton,CA,4,False,other,Foot,1,True
1605,2016-08-16,2016,0,0,25,1,2,Tucson,AZ,3,False,attack,Not fleeing,0,False
1606,2016-08-16,2016,0,1,18,1,1,Los Angeles,CA,4,False,other,Foot,1,False
1607,2016-08-16,2016,0,1,55,1,5,Augusta,WV,49,False,other,Not fleeing,0,False
1608,2016-08-17,2016,0,1,27,1,1,Kelso,WA,47,False,attack,Not fleeing,0,False
1609,2016-08-18,2016,0,1,37,1,2,Bakersfield,CA,4,False,attack,Car,1,False
1610,2016-08-18,2016,0,0,29,1,5,Charlotte,NC,27,False,other,Car,1,True
1611,2016-08-18,2016,0,1,40,1,5,Antelope,CA,4,False,other,Not fleeing,0,False
1612,2016-08-18,2016,0,1,36,1,5,Hays,KS,16,False,other,Car,1,False
1613,2016-08-18,2016,0,1,38,1,5,Poway,CA,4,False,attack,Car,1,False
1614,2016-08-18,2016,0,1,29,1,5,Ruidoso,NM,32,False,other,Not fleeing,0,False
1615,2016-08-18,2016,0,1,59,1,5,McKinneyville,CA,4,True,attack,Not fleeing,0,False
1616,2016-08-19,2016,0,1,47,1,2,East Hollywood,CA,4,True,undetermined,Not fleeing,0,False
1617,2016-08-19,2016,0,1,22,1,2,Phoenix,AZ,3,False,attack,Not fleeing,0,False
1618,2016-08-19,2016,0,1,31,1,5,New London,WI,48,True,attack,Not fleeing,0,True
1619,2016-08-19,2016,0,1,29,1,5,Reno,NV,33,False,undetermined,Car,1,False
1620,2016-08-19,2016,0,1,54,1,5,East Ridge,TN,42,False,other,Not fleeing,0,False
1621,2016-08-20,2016,0,1,71,1,2,Indio,CA,4,False,other,Not fleeing,0,True
1622,2016-08-21,2016,0,1,36,1,2,Las Cruces,NM,32,False,other,Not fleeing,0,True
1623,2016-08-22,2016,0,1,34,1,1,Hamilton,OH,35,False,attack,Not fleeing,0,False
1624,2016-08-23,2016,0,1,49,1,5,Myra,TX,43,False,other,Car,1,False
1625,2016-08-24,2016,0,1,36,1,2,Oak Cliff,TX,43,False,attack,Foot,1,False
1626,2016-08-24,2016,0,1,43,1,5,Orlando,FL,9,True,other,Not fleeing,0,False
1627,2016-08-24,2016,0,1,53,1,5,Shelbyville,TN,42,False,attack,Not fleeing,0,False
1628,2016-08-25,2016,0,1,31,1,1,Compton,CA,4,False,attack,Foot,1,False
1629,2016-08-25,2016,0,1,32,1,2,Compton,CA,4,False,undetermined,Not fleeing,0,False
1631,2016-08-26,2016,0,1,41,1,5,Las Vegas,NV,33,False,attack,Foot,1,False
1632,2016-08-27,2016,0,1,26,1,2,Phoenix,AZ,3,False,attack,Not fleeing,0,False
1633,2016-08-27,2016,0,1,82,1,5,Morgantown,WV,49,False,attack,Not fleeing,0,True
1635,2016-08-28,2016,0,1,37,1,5,Eagan,MN,23,True,attack,Not fleeing,0,False
1636,2016-08-29,2016,0,1,24,1,1,Raleigh,NC,27,False,attack,Foot,1,False
1637,2016-08-29,2016,0,1,35,0,5,Kingman,AZ,3,False,attack,Not fleeing,0,False
1638,2016-08-29,2016,1,1,56,1,5,San Bernardino,CA,4,False,attack,Not fleeing,0,False
1640,2016-08-30,2016,0,0,22,1,1,Tampa,FL,9,False,other,Not fleeing,0,False
1641,2016-08-30,2016,0,1,59,1,5,Harker Heights,TX,43,False,attack,Other,1,False
1643,2016-08-30,2016,1,1,36,1,5,Weatherford,TX,43,False,other,Not fleeing,0,False
1644,2016-08-31,2016,0,1,21,1,5,Denver,CO,5,False,attack,Foot,1,False
1645,2016-08-31,2016,0,0,38,1,5,McDowell,MO,24,False,other,Car,1,False
1646,2016-09-01,2016,0,0,60,1,5,Sylvania Township,OH,35,True,other,Not fleeing,0,False
1647,2016-09-01,2016,0,1,18,1,5,Wichita,KS,16,False,other,Car,1,True
1648,2016-09-01,2016,0,1,23,1,2,Florence,CA,4,False,other,Foot,1,False
1649,2016-09-01,2016,1,1,37,1,2,Huntington Park,CA,4,False,other,Not fleeing,0,False
1650,2016-09-02,2016,0,1,38,1,2,Alamogordo,NM,32,False,attack,Foot,1,True
1652,2016-09-02,2016,0,1,22,1,5,Round Lake,IL,14,False,other,Not fleeing,0,False
1653,2016-09-02,2016,0,1,38,1,1,St. Louis,MO,24,False,attack,Other,1,False
1654,2016-09-03,2016,0,1,25,1,1,Atlantic City,NJ,31,False,undetermined,Foot,1,False
1655,2016-09-03,2016,0,1,25,1,5,East Wenatchee,WA,47,False,undetermined,Not fleeing,0,False
1656,2016-09-03,2016,0,1,36,1,5,Metropolis,IL,14,False,undetermined,Other,1,False
1658,2016-09-04,2016,0,1,37,1,2,Long Beach,CA,4,True,other,Not fleeing,0,False
1659,2016-09-04,2016,0,1,44,1,2,Grand Junction,CO,5,True,other,Not fleeing,0,False
1660,2016-09-05,2016,0,1,36,1,1,Ellis County,TX,43,False,attack,Car,1,False
1661,2016-09-05,2016,0,1,35,1,2,Austin,TX,43,False,other,Not fleeing,0,False
1662,2016-09-06,2016,0,1,25,1,5,Omaha,NE,29,False,other,Other,1,False
1664,2016-09-06,2016,0,1,31,1,2,Phoenix,AZ,3,False,attack,Car,1,False
1665,2016-09-06,2016,0,1,70,1,5,Gray,TN,42,False,other,Not fleeing,0,True
1666,2016-09-06,2016,0,1,25,1,5,Phoenix,AZ,3,True,attack,Not fleeing,0,False
1667,2016-09-07,2016,0,1,55,1,1,Albany,GA,10,False,attack,Not fleeing,0,False
1668,2016-09-07,2016,0,1,35,1,5,Titusville,FL,9,False,undetermined,Not fleeing,0,False
1669,2016-09-07,2016,0,1,25,1,1,Wyoming,MI,22,False,attack,Not fleeing,0,False
1670,2016-09-08,2016,0,1,32,1,5,Lakeland,FL,9,False,attack,Not fleeing,0,False
1671,2016-09-08,2016,0,1,38,1,2,Delhi,CA,4,False,attack,Not fleeing,0,False
1672,2016-09-09,2016,0,1,32,1,2,Memphis,TN,42,False,attack,Not fleeing,0,False
1673,2016-09-09,2016,0,1,64,1,5,Auburn,WA,47,True,other,Not fleeing,0,False
1674,2016-09-09,2016,0,1,55,1,1,Pompano Beach,FL,9,False,other,Not fleeing,0,False
1675,2016-09-10,2016,0,1,69,1,5,Montcalm,WV,49,True,other,Not fleeing,0,True
1676,2016-09-10,2016,0,1,37,1,5,Boulder,CO,5,False,attack,Not fleeing,0,True
1677,2016-09-11,2016,0,1,31,1,1,Washington,DC,7,False,attack,Other,1,False
1679,2016-09-12,2016,0,1,25,1,1,Cedar Rapids,IA,12,False,attack,Not fleeing,0,False
1680,2016-09-12,2016,0,0,25,1,2,Colton,CA,4,False,other,Car,1,False
1681,2016-09-14,2016,0,1,13,1,1,Columbus,OH,35,False,other,Foot,1,False
1682,2016-09-15,2016,0,1,32,1,2,Phoenix,AZ,3,False,other,Other,1,False
1683,2016-09-15,2016,0,1,69,1,5,Weeki Wachi,FL,9,True,other,Not fleeing,0,False
1684,2016-09-15,2016,1,1,34,1,5,Austin,TX,43,False,attack,Foot,1,False
1686,2016-09-16,2016,0,0,29,1,3,Winooski,VT,46,False,other,Foot,1,True
1687,2016-09-16,2016,0,1,29,1,5,Owensboro,KY,17,False,attack,Not fleeing,0,False
1688,2016-09-16,2016,1,0,40,1,1,Tulsa,OK,36,False,other,Not fleeing,0,False
1689,2016-09-17,2016,0,1,42,1,5,Beaumont,CA,4,False,other,Not fleeing,0,False
1690,2016-09-17,2016,0,1,25,1,1,Philadelphia,PA,38,False,attack,Foot,1,False
1691,2016-09-17,2016,0,1,45,1,5,Huntsville,AL,1,False,attack,Other,1,True
1692,2016-09-17,2016,0,1,55,1,5,Rutherfordton,NC,27,True,attack,Not fleeing,0,False
1693,2016-09-17,2016,0,1,22,1,4,St. Cloud,MN,23,False,attack,Not fleeing,0,False
1694,2016-09-18,2016,0,1,61,1,1,Akron,OH,35,False,other,Not fleeing,0,False
1695,2016-09-19,2016,0,1,46,0,5,Spring,TX,43,True,attack,Not fleeing,0,True
1696,2016-09-19,2016,0,1,30,1,5,Logan Canyon,UT,44,True,other,Not fleeing,0,False
1697,2016-09-19,2016,0,1,56,1,5,Wood County,TX,43,True,attack,Not fleeing,0,False
1698,2016-09-20,2016,0,1,35,1,5,Decatur County,TN,42,False,other,Car,1,True
1699,2016-09-20,2016,0,1,22,1,5,Port St. Lucie,FL,9,True,attack,Not fleeing,0,False
1700,2016-09-20,2016,0,1,23,1,5,Mashantucket,CT,6,False,other,Not fleeing,0,False
1701,2016-09-20,2016,0,1,43,1,1,Charlotte,NC,27,False,other,Not fleeing,0,True
1702,2016-09-20,2016,0,1,43,1,5,Nashville,TN,42,False,attack,Not fleeing,0,False
1703,2016-09-20,2016,0,1,49,1,5,Westminster,CO,5,False,other,Foot,1,False
1704,2016-09-21,2016,0,0,23,1,5,Louisville,NE,29,False,other,Not fleeing,0,False
1705,2016-09-23,2016,0,1,41,1,5,Fair Oaks,CA,4,False,attack,Foot,1,False
1706,2016-09-23,2016,0,0,33,1,1,Pikesville,MD,20,False,other,Not fleeing,0,True
1707,2016-09-23,2016,0,1,30,1,2,San Antonio,TX,43,False,other,Foot,1,False
1708,2016-09-25,2016,0,1,25,1,5,Claremont,NH,30,True,other,Not fleeing,0,False
1709,2016-09-26,2016,0,1,52,1,5,Garden City,ID,13,False,attack,Other,1,False
1710,2016-09-26,2016,0,1,32,1,5,Little Rock,AR,2,True,other,Not fleeing,0,False
1711,2016-09-26,2016,0,1,46,1,5,Houston,TX,43,False,attack,Not fleeing,0,True
1712,2016-09-26,2016,0,1,48,1,5,Burnsville,MN,23,True,other,Not fleeing,0,True
1713,2016-09-27,2016,0,0,38,1,1,El Cajon,CA,4,True,attack,Not fleeing,0,True
1714,2016-09-27,2016,0,0,26,1,5,Phoenix,AZ,3,False,other,Car,1,False
1715,2016-09-28,2016,0,0,32,1,1,Philadelphia,PA,38,False,attack,Not fleeing,0,False
1716,2016-09-28,2016,0,1,28,1,2,Valdosta,GA,10,False,attack,Not fleeing,0,True
1717,2016-09-29,2016,0,1,53,1,5,Kingman,AZ,3,False,attack,Not fleeing,0,True
1718,2016-09-30,2016,0,0,38,1,5,Groveton,TX,43,False,undetermined,Not fleeing,0,False
1719,2016-09-30,2016,0,1,18,1,1,Newark,NJ,31,False,undetermined,Not fleeing,0,False
1720,2016-09-30,2016,0,1,32,1,1,Campobello,SC,40,False,attack,Foot,1,False
1721,2016-09-30,2016,0,1,37,1,5,Belleville,MI,22,False,attack,Other,1,False
1722,2016-09-30,2016,0,1,18,1,1,Newark,NJ,31,False,undetermined,Not fleeing,0,False
1723,2016-09-30,2016,0,1,20,1,1,Columbus,OH,35,False,other,Foot,1,False
1724,2016-10-01,2016,0,1,28,1,5,Hometown,WV,49,False,attack,Foot,1,False
1725,2016-10-01,2016,0,1,18,1,1,Los Angeles,CA,4,False,undetermined,Foot,1,True
1726,2016-10-02,2016,0,1,16,1,2,Los Angeles,CA,4,True,attack,Not fleeing,0,True
1727,2016-10-02,2016,0,1,36,1,1,Markham,IL,14,False,other,Not fleeing,0,False
1728,2016-10-03,2016,0,1,57,1,5,Lynn,MA,19,False,attack,Not fleeing,0,False
1729,2016-10-03,2016,0,1,49,1,5,Ventnor,NJ,31,False,other,Not fleeing,0,False
1730,2016-10-04,2016,0,1,31,1,2,Riverview,FL,9,False,attack,Foot,1,False
1731,2016-10-04,2016,0,1,26,1,5,Springdale,AR,2,False,attack,Not fleeing,0,False
1732,2016-10-04,2016,0,1,51,1,5,Hessel,MI,22,True,other,Not fleeing,0,False
1733,2016-10-05,2016,0,1,28,1,5,Boulder,CO,5,True,other,Not fleeing,0,False
1734,2016-10-05,2016,0,1,35,1,5,Moncks Corner,SC,40,False,attack,Car,1,False
1735,2016-10-07,2016,0,1,57,1,1,Macon,GA,10,False,other,Not fleeing,0,False
1736,2016-10-07,2016,0,1,36,1,5,Fort Wayne,IN,15,False,other,Not fleeing,0,False
1737,2016-10-07,2016,0,1,42,1,5,Killeen,AL,1,False,attack,Not fleeing,0,False
1738,2016-10-07,2016,0,1,37,1,1,Alexandria,LA,18,False,attack,Not fleeing,0,False
1739,2016-10-07,2016,0,1,49,1,5,Benton,AR,2,False,other,Not fleeing,0,False
1740,2016-10-08,2016,0,1,21,1,2,Federal Way,WA,47,True,other,Not fleeing,0,False
1742,2016-10-08,2016,0,1,53,0,5,Modesto,CA,4,False,attack,Not fleeing,0,False
1743,2016-10-08,2016,0,1,62,1,5,Fort Wayne,IN,15,False,other,Not fleeing,0,False
1744,2016-10-09,2016,0,1,41,1,1,Syracuse,NY,34,False,attack,Not fleeing,0,False
1745,2016-10-09,2016,0,1,40,1,5,Scottsdale,AZ,3,True,other,Car,1,False
1747,2016-10-10,2016,0,1,27,1,2,Irvine,CA,4,True,other,Not fleeing,0,False
1748,2016-10-10,2016,0,1,19,1,3,Midland,TX,43,False,other,Not fleeing,0,False
1749,2016-10-10,2016,0,0,26,1,5,Westlake,OH,35,False,other,Car,1,False
1750,2016-10-11,2016,0,1,44,1,0,Seattle,WA,47,False,other,Not fleeing,0,False
1751,2016-10-11,2016,0,1,30,1,5,Concord,CA,4,False,other,Not fleeing,0,False
1752,2016-10-12,2016,0,1,31,1,5,Livingston Parish,LA,18,False,attack,Not fleeing,0,False
1753,2016-10-12,2016,0,1,33,1,1,Boston,MA,19,False,attack,Not fleeing,0,False
1754,2016-10-12,2016,0,1,22,1,5,Morehead,KY,17,False,attack,Not fleeing,0,False
1756,2016-10-13,2016,0,1,38,1,5,Kent,WA,47,False,other,Not fleeing,0,False
